FID,ogc_fid,state,hospname,establishment_id,parent_id,unit,medicare_prov_number,address_line_1,address_line_2,remoteness_area_code,remoteness_area,number_of_available_beds,_2012_13_peer_group_code,_2012_13_peer_group_name,admissions_reported,emergency_department,elective_surgery_reported,outpatient_clinics,_2011_12_peer_group_code,_2011_12_peer_group_name,longitude,latitude,geocode_quality,geocode_type,wkb_geometry
aihw_hospital_statistics_2012_2013.479,479,QLD,BLACKWATER HOSPITAL,310000134,,Hospital,,Mackenzie Street,Blackwater 4717,2,Outer Regional,10,S2,Other small public acute,Yes,No,No,No,D1,Small regional acute,148.8783,-23.5722,ROOFTOP,establishment,POINT (-23.5722079 148.8783276)
aihw_hospital_statistics_2012_2013.480,480,QLD,EMERALD HOSPITAL,310000135,,Hospital,,69 Hospital Road,Emerald 4720,2,Outer Regional,37,S1,Small public acute with surgery/obstetrics,Yes,No,Yes,No,C2,Medium (group 2),148.1551,-23.5157,ROOFTOP,establishment,POINT (-23.5156819 148.1550826)
aihw_hospital_statistics_2012_2013.481,481,QLD,MOURA HOSPITAL,310000140,,Hospital,,14 Nott Street,Moura 4718,2,Outer Regional,10,S2,Other small public acute,Yes,No,No,No,D1,Small regional acute,149.9764,-24.5763,ROOFTOP,establishment,POINT (-24.5762884 149.9763936)
aihw_hospital_statistics_2012_2013.482,482,QLD,SPRINGSURE HOSPITAL,310000142,,Hospital,,Woodbine Street,Springsure 4722,3,Remote,12,S2,Other small public acute,Yes,No,No,No,G,Un-peered and other,148.0849,-24.1202,ROOFTOP,establishment,POINT (-24.1201705 148.0849124)
aihw_hospital_statistics_2012_2013.483,483,QLD,THEODORE HOSPITAL,310000143,,Hospital,,The Boulevard,Theodore 4719,2,Outer Regional,6,S2,Other small public acute,Yes,No,No,No,D1,Small regional acute,150.0756,-24.9431,ROOFTOP,establishment,POINT (-24.9431465 150.0756444)
aihw_hospital_statistics_2012_2013.484,484,QLD,CAPRICORN COAST HOSPITAL & HEALTH SERVICE,310000144,,Hospital,,8 Hoskyn Drive,Yeppoon 4703,1,Inner Regional,28,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,C2,Medium (group 2),150.7335,-23.1436,ROOFTOP,establishment,POINT (-23.143586 150.7334746)
aihw_hospital_statistics_2012_2013.485,485,QLD,WOORABINDA HOSPITAL,310000145,,Hospital,,1 Munns Drive,Woorabinda 4702,3,Remote,7,S2,Other small public acute,Yes,No,No,No,E2,Multi-purpose services,149.455,-24.1329,ROOFTOP,establishment,POINT (-24.1329462 149.4550185)
aihw_hospital_statistics_2012_2013.486,486,QLD,ARAMAC HOSPITAL,310000151,,Hospital,,Lodge Street,Aramac 4726,4,Very remote,0,OT,Outpatient hospital,No,No,No,No,G,Un-peered and other,145.2456,-22.968,ROOFTOP,establishment,POINT (-22.9680423 145.24559159999998)
aihw_hospital_statistics_2012_2013.487,487,QLD,BARCALDINE HOSPITAL,310000152,,Hospital,,Oak Street,Barcaldine 4725,4,Very remote,12,S2,Other small public acute,Yes,No,No,No,D2,Small non-acute,145.2941,-23.5534,ROOFTOP,establishment,POINT (-23.5534142 145.2941338)
aihw_hospital_statistics_2012_2013.488,488,QLD,BOULIA PRIMARY HEALTH CENTRE,310000154,,Hospital,,Wills Street,Boulia 4829,4,Very remote,0,OT,Outpatient hospital,No,No,No,No,G,Un-peered and other,139.9082,-22.9084,ROOFTOP,establishment,POINT (-22.9083549 139.9081961)
aihw_hospital_statistics_2012_2013.489,489,QLD,JUNDAH PRIMARY HEALTH CENTRE,310000155,,Hospital,,1 Hospital Road,Jundah 4736,4,Very remote,0,OT,Outpatient hospital,No,No,No,No,G,Un-peered and other,143.0706,-24.8201,ROOFTOP,establishment,POINT (-24.8201068 143.07061829999998)
aihw_hospital_statistics_2012_2013.490,490,QLD,ISISFORD PRIMARY HEALTH CENTRE,310000160,,Hospital,,St Helena Street,Isisford 4731,4,Very remote,0,OT,Outpatient hospital,No,No,No,No,G,Un-peered and other,144.4388,-24.2608,ROOFTOP,establishment,POINT (-24.2607505 144.4387861)
aihw_hospital_statistics_2012_2013.491,491,QLD,CLERMONT HOSPITAL,310000171,,Hospital,,Francis Street,Clermont 4721,3,Remote,10,S2,Other small public acute,Yes,No,No,No,E2,Multi-purpose services,147.6323,-22.8265,ROOFTOP,establishment,POINT (-22.826503 147.63233580000002)
aihw_hospital_statistics_2012_2013.492,492,QLD,MACKAY BASE HOSPITAL,310000172,,Hospital,,475 Bridge Road,Mackay 4740,1,Inner Regional,182,L,Large public acute,Yes,Yes,Yes,Yes,A1,Principal referral,149.1555,-21.1464,ROOFTOP,establishment,POINT (-21.1464047 149.1554981)
aihw_hospital_statistics_2012_2013.493,493,QLD,PROSERPINE HOSPITAL,310000174,,Hospital,,26-34 Taylor Street,Proserpine 4800,2,Outer Regional,33,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,C2,Medium (group 2),148.585,-20.4003,ROOFTOP,establishment,POINT (-20.4002734 148.5849949)
aihw_hospital_statistics_2012_2013.494,494,QLD,SARINA HOSPITAL,310000175,,Hospital,,1 Hospital Street,Sarina 4737,2,Outer Regional,16,S2,Other small public acute,Yes,No,No,No,D1,Small regional acute,149.2103,-21.4214,ROOFTOP,establishment,POINT (-21.4214358 149.2103377)
aihw_hospital_statistics_2012_2013.495,495,QLD,AYR HOSPITAL,310000191,,Hospital,,2 Chippendale Street,Ayr 4807,2,Outer Regional,32,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,D1,Small regional acute,147.4093,-19.5647,ROOFTOP,establishment,POINT (-19.5646845 147.4093453)
aihw_hospital_statistics_2012_2013.496,496,QLD,CHARTERS TOWERS HOSPITAL,310000193,,Hospital,,137-139 Gill Street,Charters Towers 4820,2,Outer Regional,29,S2,Other small public acute,Yes,No,No,No,D1,Small regional acute,146.2641,-20.0758,ROOFTOP,establishment,POINT (-20.0758058 146.2641027)
aihw_hospital_statistics_2012_2013.497,497,QLD,INGHAM HOSPITAL,310000196,,Hospital,,2-16 Mcilwraith Street,Ingham 4850,2,Outer Regional,32,S2,Other small public acute,Yes,No,No,No,D1,Small regional acute,146.1639,-18.6524,ROOFTOP,establishment,POINT (-18.652355999999997 146.1639168)
aihw_hospital_statistics_2012_2013.498,498,QLD,THE TOWNSVILLE HOSPITAL,310000200,,Hospital,,100 Angus Smith Drive,Douglas 4814,2,Outer Regional,624,PR,Principal referral,Yes,Yes,Yes,Yes,A1,Principal referral,146.7623,-19.3207,ROOFTOP,establishment,POINT (-19.3206881 146.7623348)
aihw_hospital_statistics_2012_2013.499,499,QLD,ATHERTON HOSPITAL,310000211,,Hospital,,Corner of Louise and Jack Streets,Atherton 4883,2,Outer Regional,44,S1,Small public acute with surgery/obstetrics,Yes,No,Yes,No,C2,Medium (group 2),145.4832,-17.2671,ROOFTOP,establishment,POINT (-17.267089 145.4832486)
aihw_hospital_statistics_2012_2013.500,500,QLD,BABINDA HOSPITAL,310000212,,Hospital,,128 Munro Street,Babinda 4861,2,Outer Regional,22,S2,Other small public acute,Yes,No,No,No,D2,Small non-acute,145.9187,-17.3431,ROOFTOP,establishment,POINT (-17.3431052 145.9187319)
aihw_hospital_statistics_2012_2013.501,501,QLD,CAIRNS BASE HOSPITAL,310000214,,Hospital,,The Esplanade,Cairns 4870,2,Outer Regional,480,L,Large public acute,Yes,Yes,Yes,Yes,A1,Principal referral,145.7685,-16.912,ROOFTOP,establishment,POINT (-16.9119706 145.7684511)
aihw_hospital_statistics_2012_2013.502,502,QLD,CHILLAGOE HOSPITAL,310000215,,Hospital,,21 Hospital Road,Chillagoe 4871,4,Very remote,0,OT,Outpatient hospital,No,No,No,No,G,Un-peered and other,144.528,-17.1502,ROOFTOP,establishment,POINT (-17.1501782 144.5279574)
aihw_hospital_statistics_2012_2013.503,503,QLD,COOKTOWN HOSPITAL,310000216,,Hospital,,48 Hope Street,Cooktown 4895,3,Remote,18,S2,Other small public acute,Yes,No,No,No,E2,Multi-purpose services,145.2507,-15.4775,ROOFTOP,establishment,POINT (-15.477476999999999 145.2507411)
aihw_hospital_statistics_2012_2013.504,504,QLD,CROYDON HOSPITAL,310000217,,Hospital,,Sircom Street,Croydon 4871,4,Very remote,0,OT,Outpatient hospital,No,No,No,No,G,Un-peered and other,142.2401,-18.2112,ROOFTOP,establishment,POINT (-18.2112443 142.2401081)
aihw_hospital_statistics_2012_2013.505,505,QLD,FORSAYTH HOSPITAL,310000218,,Hospital,,Fourth Street,Forsayth 4871,4,Very remote,0,OT,Outpatient hospital,No,No,No,No,G,Un-peered and other,143.6035,-18.5877,ROOFTOP,establishment,POINT (-18.5876756 143.6034823)
aihw_hospital_statistics_2012_2013.506,506,QLD,GORDONVALE HOSPITAL,310000220,,Hospital,,1-11 Highleigh Road,Gordonvale 4865,2,Outer Regional,24,N1,Non-acute public-rehabilitation and GEM,Yes,No,No,No,G,Un-peered and other,145.7862,-17.0875,ROOFTOP,establishment,POINT (-17.0874809 145.7862348)
aihw_hospital_statistics_2012_2013.507,507,QLD,HERBERTON HOSPITAL,310000221,,Hospital,,23 Grace Street,Herberton 4887,2,Outer Regional,38,N1,Non-acute public-rehabilitation and GEM,Yes,No,No,No,G,Un-peered and other,145.3804,-17.3803,ROOFTOP,establishment,POINT (-17.3802592 145.3804366)
aihw_hospital_statistics_2012_2013.508,508,QLD,INNISFAIL HOSPITAL,310000222,,Hospital,,87 Rankin Street,Innisfail 4860,2,Outer Regional,64,S1,Small public acute with surgery/obstetrics,Yes,No,Yes,No,C2,Medium (group 2),146.0303,-17.5192,ROOFTOP,establishment,POINT (-17.5192312 146.0303111)
aihw_hospital_statistics_2012_2013.509,509,QLD,MAREEBA HOSPITAL,310000223,,Hospital,,21 Lloyd Street,Mareeba 4880,2,Outer Regional,48,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,C2,Medium (group 2),145.4246,-16.9874,ROOFTOP,establishment,POINT (-16.9874067 145.4245933)
aihw_hospital_statistics_2012_2013.510,510,QLD,MOSSMAN HOSPITAL,310000224,,Hospital,,9 Hospital Street,Mossman 4873,2,Outer Regional,24,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,E2,Multi-purpose services,145.3684,-16.4641,ROOFTOP,establishment,POINT (-16.4640702 145.3684311)
aihw_hospital_statistics_2012_2013.511,511,QLD,MOUNT GARNET OUTPATIENTS CLINIC,310000225,,Hospital,,2 Galena Street,Mount Garnet 4872,3,Remote,0,OT,Outpatient hospital,No,No,No,No,G,Un-peered and other,153.2434,-27.4897,ROOFTOP,premise,POINT (-27.489726299999997 153.2434322)
aihw_hospital_statistics_2012_2013.732,732,VIC,Albury Wodonga Health,NET003485,,Network,,,Various,,,,,,No,No,No,No,G,Un-peered and other,146.8799,-36.1319,ROOFTOP,establishment,POINT (-36.1319212 146.8798617)
aihw_hospital_statistics_2012_2013.512,512,QLD,THURSDAY ISLAND HOSPITAL,310000226,,Hospital,,163 Douglas Street,Thursday Island 4875,4,Very remote,38,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,D2,Small non-acute,142.2101,-10.5882,ROOFTOP,establishment,POINT (-10.5881987 142.2101202)
aihw_hospital_statistics_2012_2013.513,513,QLD,TULLY HOSPITAL,310000227,,Hospital,,Bryant Street,Tully 4854,2,Outer Regional,20,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,D1,Small regional acute,145.9242,-17.9278,ROOFTOP,establishment,POINT (-17.9278253 145.9241763)
aihw_hospital_statistics_2012_2013.514,514,QLD,WEIPA HOSPITAL,310000228,,Hospital,,Lot 407 John Evans Drive,Weipa 4874,4,Very remote,14,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,D3,Small remote acute,141.8669,-12.6409,ROOFTOP,establishment,POINT (-12.6409298 141.8668869)
aihw_hospital_statistics_2012_2013.515,515,QLD,YARRABAH HOSPITAL,310000229,,Hospital,,1 Bukki Road,Yarrabah 4871,2,Outer Regional,0,S2,Other small public acute,Yes,No,No,No,D1,Small regional acute,145.8777,-16.9316,ROOFTOP,establishment,POINT (-16.931586499999998 145.87772950000002)
aihw_hospital_statistics_2012_2013.516,516,QLD,HOPEVALE MEDICAL CENTRE,310000231,,Hospital,,Aerodrome Road,Hope Vale 4895,3,Remote,1,VS,Very small public,Yes,No,No,No,G,Un-peered and other,145.1043,-15.293,ROOFTOP,establishment,POINT (-15.293028799999998 145.104338)
aihw_hospital_statistics_2012_2013.517,517,QLD,WUJAL WUJAL COMMUNITY HOSPITAL,310000232,,Hospital,,100 Douglas Street,Wujal Wujal 4895,3,Remote,1,VS,Very small public,Yes,No,No,No,G,Un-peered and other,145.3185,-15.9501,ROOFTOP,establishment,POINT (-15.950063499999999 145.3184532)
aihw_hospital_statistics_2012_2013.518,518,QLD,JULIA CREEK HOSPITAL,310000245,,Hospital,,1 Burke Street,Julia Creek 4823,4,Very remote,10,S2,Other small public acute,Yes,No,No,No,G,Un-peered and other,141.7504,-20.6566,ROOFTOP,establishment,POINT (-20.656579 141.750425)
aihw_hospital_statistics_2012_2013.519,519,QLD,MOUNT ISA HOSPITAL,310000246,,Hospital,,30 Camooweal Street,Mount Isa 4825,3,Remote,86,M,Medium public acute,Yes,Yes,Yes,Yes,B2,Large regional and remote,139.4939,-20.7305,ROOFTOP,establishment,POINT (-20.7304545 139.4938786)
aihw_hospital_statistics_2012_2013.520,520,QLD,DAJARRA HEALTH CLINIC,310000251,,Hospital,,12 Matheson Street,Dajarra 4825,4,Very remote,1,VS,Very small public,Yes,No,No,No,G,Un-peered and other,139.5145,-21.6943,ROOFTOP,establishment,POINT (-21.6943057 139.514478)
aihw_hospital_statistics_2012_2013.521,521,QLD,KOWANYAMA PRIMARY HEALTH CARE CENTRE,310000253,,Hospital,,Carrington Street,Kowanyama 4871,4,Very remote,1,VS,Very small public,Yes,No,No,No,G,Un-peered and other,142.2196,-10.5835,ROOFTOP,establishment,POINT (-10.583542999999999 142.21963619999997)
aihw_hospital_statistics_2012_2013.522,522,QLD,CAPELLA OUTPATIENTS CLINIC,310000905,,Hospital,,Main Street,Bollon 4488,3,Remote,0,OT,Outpatient hospital,No,No,No,No,G,Un-peered and other,148.0219,-23.0803,ROOFTOP,establishment,POINT (-23.0802948 148.02192)
aihw_hospital_statistics_2012_2013.523,523,QLD,CRACOW OUTPATIENTS CLINIC,310000907,,Hospital,,Slider Street,Capella 4702,3,Remote,0,OT,Outpatient hospital,No,No,No,No,G,Un-peered and other,148.0219,-23.0803,ROOFTOP,establishment,POINT (-23.0802948 148.02192)
aihw_hospital_statistics_2012_2013.524,524,QLD,DUARINGA OUTPATIENTS CLINIC,310000910,,Hospital,,3-5 Stephens Street,Dimbulah 4872,3,Remote,0,OT,Outpatient hospital,No,No,No,No,G,Un-peered and other,151.9368,-27.5714,ROOFTOP,cafe,POINT (-27.5714499 151.9367848)
aihw_hospital_statistics_2012_2013.525,525,QLD,LAURA PRIMARY HEALTH CARE CENTRE,310000915,,Hospital,,Queensland Country Women's Association Hall,Glenmorgan 4423,4,Very remote,1,VS,Very small public,Yes,No,No,No,G,Un-peered and other,146.816,-19.2566,ROOFTOP,establishment,POINT (-19.256631 146.816043)
aihw_hospital_statistics_2012_2013.526,526,QLD,MAGNETIC ISLAND HEALTH SERVICE CENTRE,310000916,,Hospital,,1 Gladwell Street,Laura 4871,2,Outer Regional,0,OT,Outpatient hospital,No,No,No,No,G,Un-peered and other,146.8496,-19.1577,ROOFTOP,establishment,POINT (-19.1577083 146.8496369)
aihw_hospital_statistics_2012_2013.527,527,QLD,MALANDA OUTPATIENTS CLINIC,310000917,,Hospital,,76 Sooning Street,Nelly Bay 4819,2,Outer Regional,0,OT,Outpatient hospital,No,No,No,No,G,Un-peered and other,146.8499,-19.1575,ROOFTOP,street_address,POINT (-19.1574869 146.849874)
aihw_hospital_statistics_2012_2013.528,528,QLD,MEANDARRA OUTPATIENTS CLINIC,310000919,,Hospital,,3/15 Catherine Street,Malanda 4885,3,Remote,0,OT,Outpatient hospital,No,No,No,No,G,Un-peered and other,145.5939,-17.3538,ROOFTOP,establishment,POINT (-17.353832 145.593863)
aihw_hospital_statistics_2012_2013.529,529,QLD,MORVEN OUTPATIENTS CLINIC,310000921,,Hospital,,45 Palm Avenue,Millaa Millaa 4886,4,Very remote,0,OT,Outpatient hospital,No,No,No,No,G,Un-peered and other,153.4719,-28.121,ROOFTOP,atm,POINT (-28.1210117 153.4718803)
aihw_hospital_statistics_2012_2013.530,530,QLD,RAVENSHOE OUTPATIENTS CLINIC,310000924,,Hospital,,Warrego Highway,Morven 4468,2,Outer Regional,0,OT,Outpatient hospital,No,No,No,No,G,Un-peered and other,145.4819,-17.6068,ROOFTOP,establishment,POINT (-17.6068314 145.4818838)
aihw_hospital_statistics_2012_2013.531,531,QLD,MALAKOOLA PRIMARY HEALTH CARE CENTRE,310000928,,Hospital,,27 Kuradilla Street,Ravenshoe 4888,4,Very remote,1,OT,Outpatient hospital,Yes,No,No,No,G,Un-peered and other,145.4819,-17.6068,ROOFTOP,establishment,POINT (-17.6068314 145.4818838)
aihw_hospital_statistics_2012_2013.532,532,QLD,GEMFIELDS OUTPATIENTS CLINIC,310000940,,Hospital,,984 Rubyvale Road,Sapphire 4702,3,Remote,0,OT,Outpatient hospital,No,No,No,No,G,Un-peered and other,147.7206,-23.4626,ROOFTOP,street_address,POINT (-23.4625665 147.7205651)
aihw_hospital_statistics_2012_2013.533,533,QLD,MAPOON PRIMARY HEALTH CARE CENTRE,310000965,,Hospital,,Main Street,Mapoon 4874,4,Very remote,1,OT,Outpatient hospital,No,No,No,No,G,Un-peered and other,153.2022,-27.7173,ROOFTOP,establishment,POINT (-27.7172779 153.20219729999997)
aihw_hospital_statistics_2012_2013.534,534,QLD,CHARTERS TOWERS REHABILITATION UNIT,340000703,,Hospital,,35 Gladstone Road,Charters Towers 4820,2,Outer Regional,27,Ps,Psychiatric public,Yes,No,No,No,F,Psychiatric,146.2802,-20.077,ROOFTOP,establishment,POINT (-20.0770393 146.2802345)
aihw_hospital_statistics_2012_2013.535,535,QLD,KIRWAN MENTAL HEALTH REHABILITATION UNIT,340000715,,Hospital,,138 Thuringowa Drive,Kirwan 4817,2,Outer Regional,34,Ps,Psychiatric public,Yes,No,No,No,F,Psychiatric,146.7332,-19.3042,ROOFTOP,establishment,POINT (-19.3041828 146.7332248)
aihw_hospital_statistics_2012_2013.536,536,SA,Hampstead Rehabilitation Centre,41CA00008,,Hospital,,205 Hampstead RD,Northfield 5085,0,Major Cities,153,N2,Non-acute public-mixed subacute and non-acute,Yes,No,No,No,E4,Rehabilitation,138.6187,-34.8611,ROOFTOP,establishment,POINT (-34.861116 138.6186983)
aihw_hospital_statistics_2012_2013.537,537,SA,The Queen Elizabeth Hospital,41CA00014,,Hospital,,28 Woodville RD,Woodville South 5011,0,Major Cities,346.6,L,Large public acute,Yes,Yes,Yes,Yes,A1,Principal referral,138.5331,-34.8837,ROOFTOP,establishment,POINT (-34.8837417 138.5330755)
aihw_hospital_statistics_2012_2013.538,538,SA,Pregnancy Advisory Centre,41CA00035,,Hospital,,21 Belmore TCE,Woodville 5011,0,Major Cities,10,O5,Unpeered,Yes,No,No,No,G,Un-peered and other,138.5428,-34.8799,ROOFTOP,establishment,POINT (-34.879913 138.5427917)
aihw_hospital_statistics_2012_2013.539,539,SA,St. Margaret's Hospital,41CA00042,,Hospital,,65 Military RD,Semaphore South 5019,0,Major Cities,48,N2,Non-acute public-mixed subacute and non-acute,Yes,No,No,No,E4,Rehabilitation,138.4808,-34.8465,ROOFTOP,establishment,POINT (-34.8465274 138.4808216)
aihw_hospital_statistics_2012_2013.733,733,VIC,West Wimmera Health Service,NET003592,,Network,,,Various,,,,,,No,No,No,No,D2,Small non-acute,141.6554,-36.3341,ROOFTOP,establishment,POINT (-36.3341406 141.65544929999996)
aihw_hospital_statistics_2012_2013.540,540,SA,Women's and Children's Hospital,41CW00003,,Hospital,,72 King William RD,North Adelaide 5006,0,Major Cities,324.8,W2,Womens and childrens,Yes,Yes,Yes,Yes,A2,Specialist womens and childrens,138.6,-34.9115,ROOFTOP,establishment,POINT (-34.9115459 138.5999903)
aihw_hospital_statistics_2012_2013.541,541,SA,Cowell District Hospital,41EY00088,,Hospital,,17 South TCE,Cowell 5602,3,Remote,8,VS,Very small public,Yes,No,No,No,G,Un-peered and other,136.9217,-33.6856,ROOFTOP,establishment,POINT (-33.685646 136.9217436)
aihw_hospital_statistics_2012_2013.542,542,SA,Kimba District Health and Aged Care,41EY00121,,Hospital,,15 Martin TCE,Kimba 5641,3,Remote,8,VS,Very small public,Yes,No,No,No,E2,Multi-purpose services,136.4162,-33.1432,ROOFTOP,establishment,POINT (-33.1432023 136.4162194)
aihw_hospital_statistics_2012_2013.543,543,SA,Ceduna District Health Service,41EY00169,,Hospital,,3 Eyre HWY,Ceduna 5690,4,Very remote,21,S1,Small public acute with surgery/obstetrics,Yes,No,Yes,No,E2,Multi-purpose services,133.6722,-32.1189,ROOFTOP,establishment,POINT (-32.118862 133.67224399999998)
aihw_hospital_statistics_2012_2013.544,544,SA,Streaky Bay Hospital,41EY00232,,Hospital,,1 Flinders DR,Streaky Bay 5680,3,Remote,19,S2,Other small public acute,Yes,No,No,No,D2,Small non-acute,134.2172,-32.7929,ROOFTOP,establishment,POINT (-32.7928668 134.2172247)
aihw_hospital_statistics_2012_2013.545,545,SA,Gumeracha District Soldiers Memorial Hospital,41HM00106,,Hospital,,2 Albert ST,Gumeracha 5233,1,Inner Regional,17,S2,Other small public acute,Yes,No,No,No,G,Un-peered and other,138.8819,-34.8262,ROOFTOP,establishment,POINT (-34.8262447 138.8818793)
aihw_hospital_statistics_2012_2013.546,546,SA,Kangaroo Island Health Service,41HM00112,,Hospital,,3 The ESP,Kingscote 5223,3,Remote,15,S1,Small public acute with surgery/obstetrics,Yes,No,Yes,No,D2,Small non-acute,137.6414,-35.6528,ROOFTOP,establishment,POINT (-35.6527777 137.641351)
aihw_hospital_statistics_2012_2013.547,547,SA,Lameroo District Health Services,41HM00127,,Hospital,,1A Vardon TCE,Lameroo 5302,3,Remote,11,S2,Other small public acute,Yes,No,No,No,G,Un-peered and other,140.5143,-35.3281,ROOFTOP,establishment,POINT (-35.3281207 140.5143049)
aihw_hospital_statistics_2012_2013.548,548,SA,Tailem Bend District Hospital,41HM00136,,Hospital,,74 Princes HWY,Tailem Bend 5260,1,Inner Regional,9,S2,Other small public acute,Yes,No,No,No,D1,Small regional acute,139.4526,-35.2547,ROOFTOP,establishment,POINT (-35.2546925 139.45264)
aihw_hospital_statistics_2012_2013.549,549,SA,Mount Barker District Soldiers' Memorial Hospital,41HM00160,,Hospital,,Wellington RD,Mount Barker 5251,1,Inner Regional,40,S1,Small public acute with surgery/obstetrics,Yes,No,Yes,No,C2,Medium (group 2),138.87,-35.0824,ROOFTOP,establishment,POINT (-35.0824343 138.8700363)
aihw_hospital_statistics_2012_2013.550,550,SA,Mount Pleasant District Hospital,41HM00166,,Hospital,,28 Hospital RD,Mount Pleasant 5235,1,Inner Regional,27,S2,Other small public acute,Yes,No,Yes,No,D2,Small non-acute,139.0546,-34.7739,ROOFTOP,establishment,POINT (-34.7739231 139.0545756)
